CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13150.0,120,3,449.96999999999997,2,3,2,232,Others
13151.0,261,2,1207.34,1,2,3,123,Others
13152.0,53,7,2146.38,3,4,4,344,Others
13154.0,35,3,1624.84,3,3,3,333,Others
13155.0,4,3,778.42,4,3,3,433,Others
13156.0,21,3,1586.54,3,3,3,333,Others
13157.0,45,5,3946.14,3,3,4,334,Others
13158.0,24,1,307.12,3,1,1,311,Others
13161.0,136,1,359.38,2,1,2,212,Others
13162.0,16,12,7587.2,4,4,4,444,Best Customers
13163.0,246,1,17.65,1,1,1,111,Others
13164.0,205,2,372.2,1,2,2,122,Others
13165.0,49,1,429.68,3,1,2,312,Others
13166.0,50,1,458.73,3,1,2,312,Others
13167.0,26,1,333.82,3,1,2,312,Others
13168.0,178,1,541.14,1,1,2,112,Others
13169.0,198,1,127.2,1,1,1,111,Others
13172.0,36,1,69.6,3,1,1,311,Others
13173.0,3,10,2212.11,4,4,4,444,Best Customers
13174.0,5,10,6621.6,4,4,4,444,Best Customers
13175.0,218,2,831.45,1,2,3,123,Others
13177.0,66,1,229.75,2,1,1,211,Others
13178.0,33,10,8333.72,3,4,4,344,Others
13179.0,254,1,572.3100000000001,1,1,2,112,Others
13180.0,243,1,86.10000000000001,1,1,1,111,Others
13181.0,17,1,359.69,4,1,2,412,Others
13183.0,30,6,3078.4,3,4,4,344,Others
13187.0,260,3,105.34,1,3,1,131,Others
13190.0,180,3,570.66,1,3,2,132,Others
13191.0,294,1,164.69,1,1,1,111,Others
13192.0,171,4,1646.6399999999999,1,3,3,133,Others
13194.0,57,1,412.08,2,1,2,212,Others
13195.0,50,1,136.73,3,1,1,311,Others
13196.0,79,3,1271.06,2,3,3,233,Others
13197.0,245,1,373.01000000000005,1,1,2,112,Others
13198.0,23,2,1572.99,3,2,3,323,Others
13199.0,2,30,6615.77,4,4,4,444,Best Customers
13201.0,138,4,1233.06,1,3,3,133,Others
13202.0,30,7,1580.3,3,4,3,343,Others
13203.0,22,6,1778.79,3,4,4,344,Others
13204.0,367,1,966.6600000000001,1,1,3,113,Others
13205.0,79,1,2803.2,2,1,4,214,Others
13206.0,36,13,8308.19,3,4,4,344,Others
13207.0,87,2,285.6,2,2,1,221,Others
13208.0,85,3,758.65,2,3,3,233,Others
13209.0,150,5,2617.9,1,3,4,134,Others
13211.0,17,7,1523.35,4,4,3,443,Others
13213.0,19,6,2330.94,3,4,4,344,Others
13214.0,53,7,3264.23,3,4,4,344,Others
13215.0,38,1,81.6,3,1,1,311,Others
13217.0,291,1,132.5,1,1,1,111,Others
13219.0,254,1,76.23,1,1,1,111,Others
13220.0,211,1,516.8,1,1,2,112,Others
13222.0,213,1,88.5,1,1,1,111,Others
13223.0,59,4,805.9200000000001,2,3,3,233,Others
13225.0,57,9,9796.23,2,4,4,244,Others
13226.0,29,1,204.25,3,1,1,311,Others
13230.0,1,17,3457.83,4,4,4,444,Best Customers
13233.0,56,2,571.34,2,2,2,222,Others
13234.0,308,2,346.5,1,2,2,122,Others
13237.0,23,1,643.0,3,1,2,312,Others
13238.0,66,2,305.9,2,2,1,221,Others
13239.0,73,4,1265.1299999999999,2,3,3,233,Others
13240.0,1,5,1036.21,4,3,3,433,Others
13241.0,47,1,112.53,3,1,1,311,Others
13242.0,87,4,429.0,2,3,2,232,Others
13243.0,85,4,635.26,2,3,2,232,Others
13245.0,68,1,558.72,2,1,2,212,Others
13246.0,29,5,1390.23,3,3,3,333,Others
13249.0,37,6,897.52,3,4,3,343,Others
13250.0,96,2,253.09,2,2,1,221,Others
13251.0,38,1,252.68,3,1,1,311,Others
13252.0,30,2,399.3,3,2,2,322,Others
13253.0,66,2,1920.71,2,2,4,224,Others
13254.0,12,1,51.410000000000004,4,1,1,411,Others
13255.0,9,2,504.95,4,2,2,422,Others
13257.0,72,1,149.75,2,1,1,211,Others
13258.0,15,2,336.59999999999997,4,2,2,422,Others
13259.0,33,8,1119.36,3,4,3,343,Others
13262.0,25,2,373.16,3,2,2,322,Others
13263.0,29,4,1239.27,3,3,3,333,Others
13264.0,78,1,722.5600000000001,2,1,3,213,Others
13266.0,49,7,2300.78,3,4,4,344,Others
13267.0,2,18,5236.77,4,4,4,444,Best Customers
13269.0,5,14,3545.47,4,4,4,444,Best Customers
13270.0,2,1,590.0,4,1,2,412,Others
13274.0,45,1,360.85,3,1,2,312,Others
13275.0,19,2,238.86,3,2,1,321,Others
13276.0,33,3,1300.98,3,3,3,333,Others
13277.0,16,3,264.9,4,3,1,431,Others
13278.0,35,3,893.12,3,3,3,333,Others
13280.0,15,4,1494.87,4,3,3,433,Others
13281.0,75,1,350.85,2,1,2,212,Others
13282.0,42,1,181.05,3,1,1,311,Others
13283.0,203,2,279.7,1,2,1,121,Others
13285.0,236,2,655.47,1,2,2,122,Others
13286.0,236,1,734.91,1,1,3,113,Others
13287.0,239,3,781.59,1,3,3,133,Others
13288.0,79,5,927.61,2,3,3,233,Others
13289.0,359,1,307.95,1,1,2,112,Others
13290.0,74,1,208.63,2,1,1,211,Others
13291.0,50,10,2909.68,3,4,4,344,Others
13292.0,51,3,415.57,3,3,2,332,Others
13293.0,28,6,1192.94,3,4,3,343,Others
13294.0,282,1,815.79,1,1,3,113,Others
13295.0,12,3,900.77,4,3,3,433,Others
13296.0,59,5,705.11,2,3,3,233,Others
13297.0,21,3,2278.77,3,3,4,334,Others
13299.0,59,2,1076.2,2,2,3,223,Others
13300.0,24,2,913.62,3,2,3,323,Others
13302.0,162,1,95.45,1,1,1,111,Others
13303.0,36,1,61.72,3,1,1,311,Others
13304.0,91,3,917.57,2,3,3,233,Others
13305.0,8,7,1751.75,4,4,4,444,Best Customers
13306.0,66,1,53.65,2,1,1,211,Others
13307.0,123,2,258.34,2,2,1,221,Others
13308.0,232,1,284.86,1,1,1,111,Others
13309.0,28,1,249.58,3,1,1,311,Others
13310.0,16,2,409.17,4,2,2,422,Others
13312.0,87,1,124.75,2,1,1,211,Others
13313.0,115,7,1890.0,2,4,4,244,Others
13315.0,325,1,310.26,1,1,2,112,Others
13316.0,28,6,7207.89,3,4,4,344,Others
13317.0,21,13,4212.411,3,4,4,344,Others
13319.0,1,34,11236.95,4,4,4,444,Best Customers
13320.0,70,2,679.4,2,2,2,222,Others
13324.0,64,8,3391.52,2,4,4,244,Others
13326.0,68,1,281.76,2,1,1,211,Others
13327.0,1,14,6251.71,4,4,4,444,Best Customers
13329.0,2,7,4323.97,4,4,4,444,Best Customers
13330.0,91,3,1655.17,2,3,3,233,Others
13331.0,37,1,262.4,3,1,1,311,Others
13333.0,47,3,1015.74,3,3,3,333,Others
13334.0,172,2,2699.48,1,2,4,124,Others
13337.0,182,1,1575.26,1,1,3,113,Others
13338.0,177,3,1958.6,1,3,4,134,Others
13340.0,53,5,11364.08,3,3,4,334,Others
13346.0,98,6,299.4,2,4,1,241,Others
13357.0,130,4,3196.11,2,3,4,234,Others
13359.0,39,1,603.75,3,1,2,312,Others
13360.0,67,4,1553.65,2,3,3,233,Others
13361.0,108,2,1450.5,2,2,3,223,Others
13362.0,14,3,2303.33,4,3,4,434,Others
13363.0,45,1,731.36,3,1,3,313,Others
13367.0,67,1,510.20000000000005,2,1,2,212,Others
13368.0,50,2,498.1,3,2,2,322,Others
13369.0,1,1,308.28000000000003,4,1,2,412,Others
13370.0,7,1,754.87,4,1,3,413,Others
13371.0,141,2,2297.66,1,2,4,124,Others
13373.0,51,3,4274.94,3,3,4,334,Others
13374.0,50,2,422.8,3,2,2,322,Others
13375.0,80,1,1013.58,2,1,3,213,Others
13377.0,32,2,1552.88,3,2,3,323,Others
13380.0,68,1,62.4,2,1,1,211,Others
13381.0,15,6,4585.06,4,4,4,444,Best Customers
13382.0,64,4,1164.59,2,3,3,233,Others
13383.0,179,1,305.28000000000003,1,1,1,111,Others
13384.0,26,4,2528.9,3,3,4,334,Others
13386.0,50,2,835.46,3,2,3,323,Others
13387.0,53,1,186.94,3,1,1,311,Others
13388.0,239,1,508.55,1,1,2,112,Others
13392.0,313,1,91.14,1,1,1,111,Others
13393.0,219,4,1131.45,1,3,3,133,Others
13394.0,15,11,4101.68,4,4,4,444,Best Customers
13395.0,36,2,872.51,3,2,3,323,Others
13397.0,73,5,1647.74,2,3,3,233,Others
13398.0,84,1,213.0,2,1,1,211,Others
13399.0,100,3,275.4,2,3,1,231,Others
13400.0,218,1,310.83,1,1,2,112,Others
13402.0,8,3,913.9000000000001,4,3,3,433,Others
13403.0,23,2,154.5,3,2,1,321,Others
13405.0,117,3,641.36,2,3,2,232,Others
13406.0,63,2,568.92,2,2,2,222,Others
13407.0,214,3,2244.7,1,3,4,134,Others
13408.0,7,46,23616.422,4,4,4,444,Best Customers
13410.0,29,4,1198.9,3,3,3,333,Others
13412.0,256,1,487.34999999999997,1,1,2,112,Others
13413.0,275,6,429.44,1,4,2,142,Others
13414.0,99,3,1103.64,2,3,3,233,Others
13415.0,108,4,784.17,2,3,3,233,Others
13416.0,372,1,228.3,1,1,1,111,Others
13417.0,183,4,1028.66,1,3,3,133,Others
13418.0,8,15,6055.47,4,4,4,444,Best Customers
13421.0,42,6,2225.04,3,4,4,344,Others
13423.0,64,1,217.03,2,1,1,211,Others
13424.0,85,1,572.77,2,1,2,212,Others
13425.0,144,2,1766.22,1,2,4,124,Others
13426.0,18,12,4526.06,4,4,4,444,Best Customers
13427.0,113,3,423.93,2,3,2,232,Others
13428.0,150,2,276.76,1,2,1,121,Others
13431.0,42,6,2047.14,3,4,4,344,Others
13432.0,207,2,439.1,1,2,2,122,Others
13433.0,137,4,658.3199999999999,1,3,2,132,Others
13434.0,21,3,1132.6200000000001,3,3,3,333,Others
13435.0,12,2,637.44,4,2,2,422,Others
13438.0,183,1,46.5,1,1,1,111,Others
13439.0,24,2,702.9,3,2,3,323,Others
13440.0,59,7,1295.25,2,4,3,243,Others
13441.0,67,1,424.26,2,1,2,212,Others
13442.0,303,3,419.87,1,3,2,132,Others
13443.0,84,6,1273.16,2,4,3,243,Others
13444.0,10,2,619.08,4,2,2,422,Others
13445.0,262,1,241.89999999999998,1,1,1,111,Others
13446.0,66,11,3881.89,2,4,4,244,Others
13448.0,9,9,5655.2,4,4,4,444,Best Customers
13450.0,10,7,2076.32,4,4,4,444,Best Customers
13451.0,17,6,4191.8,4,4,4,444,Best Customers
13452.0,108,1,139.8,2,1,1,211,Others
13453.0,38,1,424.71,3,1,2,312,Others
13454.0,277,1,219.87,1,1,1,111,Others
13455.0,2,5,1847.59,4,3,4,434,Others
13457.0,324,2,148.22,1,2,1,121,Others
13458.0,15,2,2312.7,4,2,4,424,Others
13459.0,260,2,1160.4099999999999,1,2,3,123,Others
13461.0,43,3,2715.0,3,3,4,334,Others
13462.0,46,4,1002.35,3,3,3,333,Others
13464.0,30,5,2422.96,3,3,4,334,Others
13465.0,82,2,931.12,2,2,3,223,Others
13466.0,44,4,705.45,3,3,3,333,Others
13468.0,4,38,7670.54,4,4,4,444,Best Customers
13469.0,289,1,82.4,1,1,1,111,Others
13472.0,99,2,592.24,2,2,2,222,Others
13473.0,210,6,2235.12,1,4,4,144,Others
13474.0,79,2,419.75,2,2,2,222,Others
13476.0,42,3,823.0,3,3,3,333,Others
13477.0,91,5,1364.59,2,3,3,233,Others
13478.0,105,5,2215.78,2,3,4,234,Others
13479.0,88,2,550.42,2,2,2,222,Others
13480.0,52,2,627.82,3,2,2,322,Others
13481.0,10,6,2026.28,4,4,4,444,Best Customers
13482.0,263,1,151.45,1,1,1,111,Others
13484.0,19,2,476.92,3,2,2,322,Others
13485.0,12,10,2564.98,4,4,4,444,Best Customers
13487.0,141,2,271.47,1,2,1,121,Others
13488.0,3,11,6619.57,4,4,4,444,Best Customers
13490.0,290,1,154.25,1,1,1,111,Others
13491.0,8,18,3350.7400000000002,4,4,4,444,Best Customers
13495.0,4,6,3329.39,4,4,4,444,Best Customers
13497.0,4,5,972.28,4,3,3,433,Others
13498.0,366,1,327.38,1,1,2,112,Others
13500.0,37,1,299.53,3,1,1,311,Others
13501.0,122,2,1544.79,2,2,3,223,Others
13502.0,51,2,488.5,3,2,2,322,Others
13503.0,115,5,1642.39,2,3,3,233,Others
13506.0,5,4,1180.68,4,3,3,433,Others
13508.0,278,1,176.07999999999998,1,1,1,111,Others
13509.0,143,1,135.0,1,1,1,111,Others
13510.0,11,7,2766.73,4,4,4,444,Best Customers
13511.0,312,1,282.76,1,1,1,111,Others
13512.0,23,3,462.18,3,3,2,332,Others
13513.0,77,2,619.49,2,2,2,222,Others
13514.0,64,3,663.7,2,3,2,232,Others
13515.0,85,2,374.7,2,2,2,222,Others
13516.0,53,1,295.85,3,1,1,311,Others
13519.0,78,1,220.46,2,1,1,211,Others
13520.0,7,6,3285.05,4,4,4,444,Best Customers
13523.0,2,2,1136.64,4,2,3,423,Others
13526.0,374,2,1182.0,1,2,3,123,Others
13527.0,54,5,2298.93,2,3,4,234,Others
13530.0,270,1,402.97999999999996,1,1,2,112,Others
13531.0,2,5,1254.72,4,3,3,433,Others
13534.0,15,10,1850.82,4,4,4,444,Best Customers
13535.0,38,1,89.5,3,1,1,311,Others
13537.0,61,2,717.85,2,2,3,223,Others
13538.0,32,5,1822.28,3,3,4,334,Others
13539.0,56,4,938.02,2,3,3,233,Others
13540.0,103,3,632.39,2,3,2,232,Others
13541.0,63,2,785.25,2,2,3,223,Others
13542.0,12,17,3959.4900000000002,4,4,4,444,Best Customers
13543.0,270,2,1439.6100000000001,1,2,3,123,Others
13544.0,47,4,514.14,3,3,2,332,Others
13545.0,26,2,364.93,3,2,2,322,Others
13546.0,18,2,465.15,4,2,2,422,Others
13547.0,44,1,167.08,3,1,1,311,Others
13548.0,107,1,223.28,2,1,1,211,Others
13549.0,23,1,87.6,3,1,1,311,Others
13550.0,19,1,342.55,3,1,2,312,Others
13551.0,302,1,152.39999999999998,1,1,1,111,Others
13552.0,64,10,3208.85,2,4,4,244,Others
13553.0,310,1,499.6,1,1,2,112,Others
13554.0,16,7,1629.35,4,4,3,443,Others
13555.0,14,9,4792.96,4,4,4,444,Best Customers
13556.0,65,2,200.82,2,2,1,221,Others
13557.0,51,11,2448.2,3,4,4,344,Others
13559.0,148,2,990.0,1,2,3,123,Others
13561.0,33,10,1661.54,3,4,3,343,Others
13562.0,37,5,3038.85,3,3,4,334,Others
13564.0,4,35,15310.35,4,4,4,444,Best Customers
13565.0,47,1,174.57999999999998,3,1,1,311,Others
13566.0,70,3,831.76,2,3,3,233,Others
13567.0,64,4,1079.29,2,3,3,233,Others
13569.0,3,3,497.74,4,3,2,432,Others
13571.0,18,14,2448.32,4,4,4,444,Best Customers
13573.0,15,4,614.27,4,3,2,432,Others
13574.0,47,1,404.45,3,1,2,312,Others
13576.0,9,11,4834.400000000001,4,4,4,444,Best Customers
13577.0,18,7,1801.68,4,4,4,444,Best Customers
13578.0,45,1,147.66,3,1,1,311,Others
13579.0,5,4,1072.0,4,3,3,433,Others
13580.0,42,1,107.75,3,1,1,311,Others
13581.0,50,1,162.53,3,1,1,311,Others
13582.0,25,2,241.68,3,2,1,321,Others
13583.0,315,1,664.001,1,1,2,112,Others
13584.0,134,2,243.3,2,2,1,221,Others
13585.0,166,3,684.54,1,3,2,132,Others
13586.0,177,1,127.28,1,1,1,111,Others
13587.0,85,3,961.1,2,3,3,233,Others
13589.0,85,4,741.09,2,3,3,233,Others
13590.0,11,12,4354.12,4,4,4,444,Best Customers
13591.0,71,4,976.8100000000001,2,3,3,233,Others
13593.0,23,9,3481.41,3,4,4,344,Others
13594.0,121,1,136.35000000000002,2,1,1,211,Others
13595.0,152,3,784.48,1,3,3,133,Others
13597.0,36,2,396.71,3,2,2,322,Others
13598.0,131,4,601.92,2,3,2,232,Others
13599.0,2,14,5013.96,4,4,4,444,Best Customers
13600.0,270,1,298.9,1,1,1,111,Others
13601.0,28,2,466.67,3,2,2,322,Others
13602.0,17,3,596.28,4,3,2,432,Others
13604.0,294,1,717.62,1,1,3,113,Others
13605.0,23,2,522.67,3,2,2,322,Others
13607.0,38,1,400.3,3,1,2,312,Others
13608.0,176,1,232.05,1,1,1,111,Others
13609.0,229,1,167.35,1,1,1,111,Others
13610.0,23,7,1021.38,3,4,3,343,Others
13611.0,10,7,2143.53,4,4,4,444,Best Customers
13612.0,268,1,818.29,1,1,3,113,Others
13613.0,88,5,1039.8500000000001,2,3,3,233,Others
13614.0,29,2,747.28,3,2,3,323,Others
13615.0,35,7,5854.84,3,4,4,344,Others
13616.0,204,2,283.85,1,2,1,121,Others
13617.0,44,5,734.57,3,3,3,333,Others
13619.0,180,2,224.94,1,2,1,121,Others
13620.0,164,1,112.34,1,1,1,111,Others
13622.0,332,1,658.95,1,1,2,112,Others
13623.0,16,5,1805.32,4,3,4,434,Others
13624.0,24,1,462.08,3,1,2,312,Others
13625.0,232,1,301.26,1,1,1,111,Others
13626.0,15,1,449.81,4,1,2,412,Others
13627.0,124,2,607.43,2,2,2,222,Others
13628.0,312,1,310.14,1,1,2,112,Others
13629.0,49,8,5578.5,3,4,4,344,Others
13632.0,30,3,1526.88,3,3,3,333,Others
13634.0,10,11,3486.41,4,4,4,444,Best Customers
13635.0,78,3,1928.1299999999999,2,3,4,234,Others
13639.0,72,1,312.93,2,1,2,212,Others
13640.0,247,1,405.0,1,1,2,112,Others
13641.0,276,5,1016.47,1,3,3,133,Others
13642.0,68,3,159.92,2,3,1,231,Others
13643.0,18,7,1637.33,4,4,3,443,Others
13646.0,35,2,326.25,3,2,2,322,Others
13647.0,130,4,1393.56,2,3,3,233,Others
13648.0,36,8,1764.02,3,4,4,344,Others
13649.0,2,5,1304.88,4,3,3,433,Others
13650.0,10,4,1451.66,4,3,3,433,Others
13651.0,17,1,132.65,4,1,1,411,Others
13652.0,4,3,1475.77,4,3,3,433,Others
13653.0,123,1,152.2,2,1,1,211,Others
13654.0,16,5,3600.67,4,3,4,434,Others
13655.0,10,4,1347.54,4,3,3,433,Others
13656.0,135,2,699.2,2,2,2,222,Others
13658.0,19,4,3386.33,3,3,4,334,Others
13659.0,52,10,3321.68,3,4,4,344,Others
13660.0,36,1,306.64,3,1,1,311,Others
13661.0,239,1,325.24,1,1,2,112,Others
13662.0,21,8,1352.35,3,4,3,343,Others
13663.0,16,4,1858.04,4,3,4,434,Others
13665.0,22,3,1711.6599999999999,3,3,3,333,Others
13666.0,56,2,43.25,2,2,1,221,Others
13668.0,19,14,6638.650000000001,3,4,4,344,Others
13669.0,43,1,195.0,3,1,1,311,Others
13671.0,30,1,172.6,3,1,1,311,Others
13672.0,366,1,233.53000000000003,1,1,1,111,Others
13674.0,68,1,240.68,2,1,1,211,Others
13676.0,175,2,243.9,1,2,1,121,Others
13677.0,40,2,551.24,3,2,2,322,Others
13679.0,129,3,281.26,2,3,1,231,Others
13680.0,107,8,7700.55,2,4,4,244,Others
13683.0,93,1,258.6,2,1,1,211,Others
13684.0,26,3,529.75,3,3,2,332,Others
13686.0,16,2,337.04,4,2,2,422,Others
13687.0,74,1,11880.84,2,1,4,214,Others
13688.0,271,1,375.5,1,1,2,112,Others
13689.0,80,1,349.5,2,1,2,212,Others
13691.0,32,1,212.78,3,1,1,311,Others
13692.0,44,2,1626.08,3,2,3,323,Others
13693.0,10,9,2011.82,4,4,4,444,Best Customers
13694.0,9,94,131443.19,4,4,4,444,Best Customers
13695.0,213,1,266.6,1,1,1,111,Others
13696.0,57,3,2020.4,2,3,4,234,Others
13698.0,232,2,451.73,1,2,2,122,Others
13699.0,186,1,455.57,1,1,2,112,Others
13700.0,53,3,348.34,3,3,2,332,Others
13701.0,82,1,161.0,2,1,1,211,Others
13702.0,81,1,135.18,2,1,1,211,Others
13703.0,51,1,326.06,3,1,2,312,Others
13705.0,9,5,1323.47,4,3,3,433,Others
13706.0,262,1,300.38,1,1,1,111,Others
13707.0,65,3,2559.45,2,3,4,234,Others
13709.0,82,5,1263.7,2,3,3,233,Others
13710.0,59,2,329.04,2,2,2,222,Others
13711.0,42,7,1540.2,3,4,3,343,Others
13712.0,246,1,537.58,1,1,2,112,Others
13713.0,44,3,740.76,3,3,3,333,Others
13714.0,101,1,161.35,2,1,1,211,Others
13715.0,8,13,7348.3,4,4,4,444,Best Customers
13717.0,93,2,318.29,2,2,2,222,Others
13719.0,29,6,1741.4,3,4,4,344,Others
13721.0,31,1,217.39999999999998,3,1,1,311,Others
13722.0,56,7,3260.0,2,4,4,244,Others
13723.0,28,5,994.23,3,3,3,333,Others
13724.0,273,1,213.01,1,1,1,111,Others
13727.0,247,6,740.6700000000001,1,4,3,143,Others
13728.0,23,10,1839.03,3,4,4,344,Others
13729.0,71,3,724.73,2,3,3,233,Others
13733.0,46,2,487.03000000000003,3,2,2,322,Others
13734.0,144,4,6695.6900000000005,1,3,4,134,Others
13735.0,12,9,6879.2300000000005,4,4,4,444,Best Customers
13736.0,61,5,2022.67,2,3,4,234,Others
13738.0,32,1,434.78000000000003,3,1,2,312,Others
13739.0,163,1,75.3,1,1,1,111,Others
13740.0,51,4,1232.02,3,3,3,333,Others
13745.0,182,1,477.32,1,1,2,112,Others
13746.0,49,1,176.69,3,1,1,311,Others
13747.0,9,2,169.79999999999998,4,2,1,421,Others
13748.0,9,5,1320.1,4,3,3,433,Others
13750.0,16,6,1954.92,4,4,4,444,Best Customers
13752.0,163,1,404.45000000000005,1,1,2,112,Others
13753.0,234,3,1353.31,1,3,3,133,Others
13754.0,73,1,164.45000000000002,2,1,1,211,Others
13756.0,3,10,3999.2300000000005,4,4,4,444,Best Customers
13757.0,310,1,195.55,1,1,1,111,Others
13758.0,2,10,6226.43,4,4,4,444,Best Customers
13760.0,40,3,1076.85,3,3,3,333,Others
13761.0,138,4,881.52,1,3,3,133,Others
13762.0,229,4,2165.76,1,3,4,134,Others
13763.0,53,2,3502.48,3,2,4,324,Others
13764.0,205,3,1400.2,1,3,3,133,Others
13765.0,289,1,352.821,1,1,2,112,Others
13766.0,131,1,190.35,2,1,1,211,Others
13767.0,5,39,18320.170000000002,4,4,4,444,Best Customers
13768.0,362,2,875.97,1,2,3,123,Others
13769.0,3,11,3003.9100000000003,4,4,4,444,Best Customers
13770.0,58,4,785.37,2,3,3,233,Others
13771.0,169,5,3094.37,1,3,4,134,Others
13772.0,36,5,1977.39,3,3,4,334,Others
13773.0,32,2,301.54,3,2,1,321,Others
13775.0,226,1,1049.66,1,1,3,113,Others
13776.0,64,2,623.98,2,2,2,222,Others
13777.0,2,37,30501.260000000002,4,4,4,444,Best Customers
13778.0,127,3,945.79,2,3,3,233,Others
13779.0,151,1,161.13,1,1,1,111,Others
13780.0,43,1,372.06,3,1,2,312,Others
13781.0,228,2,650.99,1,2,2,122,Others
13782.0,89,7,877.22,2,4,3,243,Others
13783.0,123,4,1542.09,2,3,3,233,Others
13784.0,70,3,447.44,2,3,2,232,Others
13785.0,64,4,542.49,2,3,2,232,Others
13786.0,3,6,3127.99,4,4,4,444,Best Customers
13787.0,94,4,913.46,2,3,3,233,Others
13788.0,141,1,3.75,1,1,1,111,Others
13789.0,24,1,239.45999999999998,3,1,1,311,Others
13792.0,58,1,188.4,2,1,1,211,Others
13793.0,282,1,96.0,1,1,1,111,Others
13794.0,182,1,126.03,1,1,1,111,Others
13795.0,24,4,836.3,3,3,3,333,Others
13796.0,135,1,289.7,2,1,1,211,Others
13797.0,72,3,1179.45,2,3,3,233,Others
13798.0,8,54,38683.02,4,4,4,444,Best Customers
13799.0,80,7,2114.71,2,4,4,244,Others
13800.0,66,2,1121.24,2,2,3,223,Others
13802.0,10,16,21659.69,4,4,4,444,Best Customers
13803.0,67,2,1061.84,2,2,3,223,Others
13804.0,71,2,572.73,2,2,2,222,Others
13807.0,3,3,422.2,4,3,2,432,Others
13809.0,30,2,524.65,3,2,2,322,Others
13813.0,163,4,1398.61,1,3,3,133,Others
13814.0,163,1,678.2,1,1,2,112,Others
13815.0,42,4,3448.38,3,3,4,334,Others
13818.0,65,1,61.28,2,1,1,211,Others
13819.0,305,3,1502.0,1,3,3,133,Others
13820.0,54,3,652.75,2,3,2,232,Others
13821.0,29,4,993.44,3,3,3,333,Others
13823.0,16,5,2445.79,4,3,4,434,Others
13824.0,15,7,1615.82,4,4,3,443,Others
13825.0,257,2,255.59,1,2,1,121,Others
13829.0,57,1,102.0,2,1,1,211,Others
13830.0,217,1,156.85000000000002,1,1,1,111,Others
13831.0,5,13,4795.09,4,4,4,444,Best Customers
13832.0,58,1,557.6899999999999,2,1,2,212,Others
13833.0,40,1,316.56,3,1,2,312,Others
13834.0,212,2,324.19,1,2,2,122,Others
13835.0,155,3,260.7,1,3,1,131,Others
13836.0,35,2,620.37,3,2,2,322,Others
13838.0,5,7,1245.91,4,4,3,443,Others
13839.0,122,1,139.95000000000002,2,1,1,211,Others
13840.0,52,1,651.4,3,1,2,312,Others
13842.0,2,10,2244.29,4,4,4,444,Best Customers
13843.0,17,1,319.75,4,1,2,412,Others
13846.0,35,1,442.73,3,1,2,312,Others
13847.0,355,1,310.72,1,1,2,112,Others
13848.0,2,6,2080.0,4,4,4,444,Best Customers
13849.0,33,3,1931.35,3,3,4,334,Others
13851.0,15,5,1955.0,4,3,4,434,Others
13852.0,246,1,187.35000000000002,1,1,1,111,Others
13854.0,1,15,4144.44,4,4,4,444,Best Customers
13855.0,136,4,1310.3400000000001,2,3,3,233,Others
13856.0,99,8,753.53,2,4,3,243,Others
13857.0,29,6,1001.01,3,4,3,343,Others
13859.0,165,1,314.7,1,1,2,112,Others
13861.0,65,2,273.26,2,2,1,221,Others
13862.0,25,1,346.73,3,1,2,312,Others
13863.0,101,3,933.77,2,3,3,233,Others
13864.0,22,1,662.4000000000001,3,1,2,312,Others
13869.0,17,6,4913.22,4,4,4,444,Best Customers
13870.0,23,7,2941.14,3,4,4,344,Others
13871.0,64,4,1482.6,2,3,3,233,Others
13872.0,163,3,919.57,1,3,3,133,Others
13873.0,19,5,649.32,3,3,2,332,Others
13874.0,140,6,1508.7,1,4,3,143,Others
13875.0,23,9,3027.58,3,4,4,344,Others
13877.0,106,2,332.44,2,2,2,222,Others
13878.0,183,3,1145.33,1,3,3,133,Others
13879.0,281,1,395.5,1,1,2,112,Others
13880.0,3,5,1171.89,4,3,3,433,Others
13881.0,11,23,28019.58,4,4,4,444,Best Customers
13883.0,39,10,3885.54,3,4,4,344,Others
13884.0,12,5,1037.43,4,3,3,433,Others
13888.0,40,5,1405.92,3,3,3,333,Others
13889.0,18,5,1574.3300000000002,4,3,3,433,Others
13890.0,10,4,1043.57,4,3,3,433,Others
13891.0,14,3,859.21,4,3,3,433,Others
13892.0,113,2,634.68,2,2,2,222,Others
13895.0,151,2,1415.45,1,2,3,123,Others
13896.0,261,1,388.55,1,1,2,112,Others
13897.0,74,2,849.56,2,2,3,223,Others
13898.0,47,1,530.47,3,1,2,312,Others
13900.0,25,3,869.64,3,3,3,333,Others
13901.0,10,10,2809.14,4,4,4,444,Best Customers
13902.0,268,5,34095.26,1,3,4,134,Others
13903.0,36,1,165.45000000000002,3,1,1,311,Others
13905.0,368,1,312.65,1,1,2,112,Others
13906.0,45,1,42.0,3,1,1,311,Others
13907.0,327,1,136.8,1,1,1,111,Others
13909.0,59,2,282.85,2,2,1,221,Others
13911.0,15,11,1654.08,4,4,3,443,Others
13912.0,59,1,124.95,2,1,1,211,Others
13913.0,142,1,42.22,1,1,1,111,Others
13915.0,30,1,70.80000000000001,3,1,1,311,Others
13916.0,99,4,1275.81,2,3,3,233,Others
13919.0,60,2,975.87,2,2,3,223,Others
13920.0,67,4,1774.68,2,3,4,234,Others
13921.0,38,4,730.7,3,3,3,333,Others
13922.0,73,2,692.95,2,2,2,222,Others
13927.0,73,1,359.27,2,1,2,212,Others
